generated_at: 2026-04-18T15:56:38
db_path: E:\EDINET_Data\edinet_monitor\db\edinet_monitor.db
period_mode: all
period_from: all
period_to: all
industry_33: all
security_codes: all
status_filter: FILING_MISSING
annual_gap_detection: on
rows: 1222
status_summary: FILING_MISSING=1222

証券コード | 会社名                                             | 業種                 | 期末日     | doc_id | 提出日 | filing | zip | 正規化 | 派生 | parse_status | 状況          
4293       | セプテーニ・ホールディングス                       | サービス業           | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4316       | ビーマップ                                         | 情報・通信業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4317       | レイ                                               | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4317       | レイ                                               | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4326       | インテージホールディングス                         | 情報・通信業         | 2019-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4326       | インテージホールディングス                         | 情報・通信業         | 2018-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4326       | インテージホールディングス                         | 情報・通信業         | 2017-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4326       | インテージホールディングス                         | 情報・通信業         | 2016-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4331       | テイクアンドギヴ・ニーズ                           | サービス業           | 2024-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4331       | テイクアンドギヴ・ニーズ                           | サービス業           | 2023-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
4331       | テイクアンドギヴ・ニーズ                           | サービス業           | 2022-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
