generated_at: 2026-04-18T15:56:38
db_path: E:\EDINET_Data\edinet_monitor\db\edinet_monitor.db
period_mode: all
period_from: all
period_to: all
industry_33: all
security_codes: all
status_filter: FILING_MISSING
annual_gap_detection: on
rows: 1222
status_summary: FILING_MISSING=1222

証券コード | 会社名                                             | 業種                 | 期末日     | doc_id | 提出日 | filing | zip | 正規化 | 派生 | parse_status | 状況          
6070       | キャリアリンク                                     | サービス業           | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6070       | キャリアリンク                                     | サービス業           | 2016-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6086       | シンメンテホールディングス                         | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6086       | シンメンテホールディングス                         | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6090       | ヒューマン・メタボローム・テクノロジーズ           | サービス業           | 2018-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6090       | ヒューマン・メタボローム・テクノロジーズ           | サービス業           | 2017-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6090       | ヒューマン・メタボローム・テクノロジーズ           | サービス業           | 2016-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6093       | エスクロー・エージェント・ジャパン                 | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6093       | エスクロー・エージェント・ジャパン                 | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6134       | ＦＵＪＩ                                           | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6143       | ソディック                                         | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6173       | アクアライン                                       | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6173       | アクアライン                                       | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6182       | メタリアル                                         | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6182       | メタリアル                                         | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6183       | ベルシステム２４ホールディングス                   | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6183       | ベルシステム２４ホールディングス                   | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6195       | ホープ                                             | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6195       | ホープ                                             | サービス業           | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6195       | ホープ                                             | サービス業           | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6195       | ホープ                                             | サービス業           | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6195       | ホープ                                             | サービス業           | 2018-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6195       | ホープ                                             | サービス業           | 2017-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6196       | ストライク                                         | サービス業           | 2020-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6196       | ストライク                                         | サービス業           | 2019-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6196       | ストライク                                         | サービス業           | 2018-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6196       | ストライク                                         | サービス業           | 2017-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6196       | ストライク                                         | サービス業           | 2016-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6232       | ＡＣＳＬ                                           | 機械                 | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6232       | ＡＣＳＬ                                           | 機械                 | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6237       | イワキポンプ                                       | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6250       | やまびこ                                           | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6272       | レオン自動機                                       | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6276       | シリウスビジョン                                   | 電気機器             | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6276       | シリウスビジョン                                   | 電気機器             | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6276       | シリウスビジョン                                   | 電気機器             | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6276       | シリウスビジョン                                   | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6282       | オイレス工業                                       | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6302       | 住友重機械工業                                     | 機械                 | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6302       | 住友重機械工業                                     | 機械                 | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6302       | 住友重機械工業                                     | 機械                 | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6302       | 住友重機械工業                                     | 機械                 | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6302       | 住友重機械工業                                     | 機械                 | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6302       | 住友重機械工業                                     | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6307       | サンセイ                                           | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6323       | ローツェ                                           | 機械                 | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6323       | ローツェ                                           | 機械                 | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6346       | キクカワエンタープライズ                           | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6347       | プラコー                                           | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6357       | 三精テクノロジーズ                                 | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6361       | 荏原製作所                                         | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6371       | 椿本チエイン                                       | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6380       | オリエンタルチエン工業                             | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2023-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2022-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6383       | ダイフク                                           | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6390       | 加藤製作所                                         | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6395       | タダノ                                             | 機械                 | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6395       | タダノ                                             | 機械                 | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6395       | タダノ                                             | 機械                 | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6395       | タダノ                                             | 機械                 | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6395       | タダノ                                             | 機械                 | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6395       | タダノ                                             | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6408       | 小倉クラッチ                                       | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6417       | ＳＡＮＫＹＯ                                       | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6425       | ユニバーサルエンターテインメント                   | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6432       | 竹内製作所                                         | 機械                 | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6432       | 竹内製作所                                         | 機械                 | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6444       | サンデン                                           | 機械                 | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6444       | サンデン                                           | 機械                 | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6444       | サンデン                                           | 機械                 | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6444       | サンデン                                           | 機械                 | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6444       | サンデン                                           | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6469       | 放電精密加工研究所                                 | 機械                 | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6469       | 放電精密加工研究所                                 | 機械                 | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6481       | ＴＨＫ                                             | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2024-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2023-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2022-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2021-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2020-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2019-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2018-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6492       | 岡野バルブ製造                                     | 機械                 | 2017-09-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6498       | キッツ                                             | 機械                 | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6498       | キッツ                                             | 機械                 | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6498       | キッツ                                             | 機械                 | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6498       | キッツ                                             | 機械                 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6506       | 安川電機                                           | 電気機器             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6506       | 安川電機                                           | 電気機器             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6506       | 安川電機                                           | 電気機器             | 2017-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6521       | オキサイド                                         | 電気機器             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6532       | ベイカレント                                       | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6532       | ベイカレント                                       | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6538       | ディスラプターズ                                   | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6543       | 日宣                                               | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6543       | 日宣                                               | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6546       | フルテック                                         | サービス業           | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6548       | 旅工房                                             | サービス業           | 2023-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6548       | 旅工房                                             | サービス業           | 2022-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6548       | 旅工房                                             | サービス業           | 2021-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6548       | 旅工房                                             | サービス業           | 2020-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6548       | 旅工房                                             | サービス業           | 2019-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6548       | 旅工房                                             | サービス業           | 2018-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6548       | 旅工房                                             | サービス業           | 2017-06-30 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6555       | ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ                         | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6555       | ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ                         | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6555       | ＭＳ＆Ｃｏｎｓｕｌｔｉｎｇ                         | サービス業           | 2019-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6557       | ＡＩＡＩグループ                                   | サービス業           | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6557       | ＡＩＡＩグループ                                   | サービス業           | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6562       | ジーニー                                           | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6564       | ミダックホールディングス                           | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6565       | ＡＢホテル                                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6572       | オープングループ                                   | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6572       | オープングループ                                   | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6574       | コンヴァノ                                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6578       | コレックホールディングス                           | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6578       | コレックホールディングス                           | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6579       | ログリー                                           | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6588       | 東芝テック                                         | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6599       | エブレン                                           | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6613       | ＱＤレーザ                                         | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6615       | ユー・エム・シー・エレクトロニクス                 | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6619       | ダブル・スコープ                                   | 電気機器             | 2023-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6619       | ダブル・スコープ                                   | 電気機器             | 2022-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6619       | ダブル・スコープ                                   | 電気機器             | 2021-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6619       | ダブル・スコープ                                   | 電気機器             | 2020-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6619       | ダブル・スコープ                                   | 電気機器             | 2019-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6619       | ダブル・スコープ                                   | 電気機器             | 2018-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6619       | ダブル・スコープ                                   | 電気機器             | 2017-01-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6627       | テラプローブ                                       | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2024-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2023-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2022-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6630       | ヤーマン                                           | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6637       | 寺崎電気産業                                       | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6644       | 大崎電気工業                                       | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6651       | 日東工業                                           | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6699       | ダイヤモンドエレクトリックホールディングス         | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6706       | 電気興業                                           | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6718       | アイホン                                           | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6721       | ウインテスト                                       | 電気機器             | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6721       | ウインテスト                                       | 電気機器             | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6721       | ウインテスト                                       | 電気機器             | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6721       | ウインテスト                                       | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6734       | ニューテック                                       | 電気機器             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6734       | ニューテック                                       | 電気機器             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6748       | 星和電機                                           | 電気機器             | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6748       | 星和電機                                           | 電気機器             | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6748       | 星和電機                                           | 電気機器             | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6748       | 星和電機                                           | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6753       | シャープ                                           | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6775       | ＴＢグループ                                       | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6814       | 古野電気                                           | 電気機器             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6814       | 古野電気                                           | 電気機器             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6822       | 大井電気                                           | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2023-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2022-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2021-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2020-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2019-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2018-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2017-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6838       | 多摩川ホールディングス                             | 電気機器             | 2016-10-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6844       | 新電元工業                                         | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6850       | チノー                                             | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6862       | ミナトホールディングス                             | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6867       | リーダー電子                                       | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6871       | 日本マイクロニクス                                 | 電気機器             | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6871       | 日本マイクロニクス                                 | 電気機器             | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6871       | 日本マイクロニクス                                 | 電気機器             | 2017-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6871       | 日本マイクロニクス                                 | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6890       | フェローテック                                     | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6897       | ツインバード                                       | 電気機器             | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6897       | ツインバード                                       | 電気機器             | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6943       | ＮＫＫスイッチズ                                   | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6954       | ファナック                                         | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6958       | 日本シイエムケイ                                   | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6962       | 大真空                                             | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6976       | 太陽誘電                                           | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6982       | リード                                             | 輸送用機器           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
6998       | 日本タングステン                                   | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7004       | カナデビア                                         | 機械                 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7031       | インバウンドテック                                 | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7033       | マネジメントソリューションズ                       | サービス業           | 2023-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7033       | マネジメントソリューションズ                       | サービス業           | 2022-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7033       | マネジメントソリューションズ                       | サービス業           | 2021-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7033       | マネジメントソリューションズ                       | サービス業           | 2020-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7033       | マネジメントソリューションズ                       | サービス業           | 2019-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7033       | マネジメントソリューションズ                       | サービス業           | 2018-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7040       | サン・ライフホールディング                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7042       | アクセスグループ・ホールディングス                 | サービス業           | 2022-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7042       | アクセスグループ・ホールディングス                 | サービス業           | 2021-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7042       | アクセスグループ・ホールディングス                 | サービス業           | 2020-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7042       | アクセスグループ・ホールディングス                 | サービス業           | 2019-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7049       | 識学                                               | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7049       | 識学                                               | サービス業           | 2020-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7058       | 共栄セキュリティーサービス                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7067       | ブランディングテクノロジー                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7077       | ＡＬｉＮＫインターネット                           | サービス業           | 2024-02-28 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7079       | ＷＤＢココ                                         | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7091       | リビングプラットフォーム                           | サービス業           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7111       | ＩＮＥＳＴ                                         | 卸売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7119       | ハルメクホールディングス                           | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7129       | ミアヘルサホールディングス                         | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7133       | ＨＹＵＧＡ　ＰＲＩＭＡＲＹ　ＣＡＲＥ               | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7138       | ＴＯＲＩＣＯ                                       | 小売業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7162       | アストマックス                                     | 電気・ガス業         | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7177       | ＧＭＯフィナンシャルホールディングス               | 証券、商品先物取引業 | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7185       | ヒロセ通商                                         | 証券、商品先物取引業 | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7189       | 西日本フィナンシャルホールディングス               | 銀行業               | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7201       | 日産自動車                                         | 輸送用機器           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7208       | カネミツ                                           | 輸送用機器           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7244       | 市光工業                                           | 電気機器             | 2016-12-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7276       | 小糸製作所                                         | 電気機器             | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7277       | ＴＢＫ                                             | 輸送用機器           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7284       | 盟和産業                                           | 輸送用機器           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
7287       | 日本精機                                           | 輸送用機器           | 2024-03-31 |        |        | N      | N   |      0 |    0 |              | FILING_MISSING
